"Reference1","Reference2","Control157","Control158","Infected313","Infected314","Infected315","Infected316","dilution"
8.507,8.287,3.489,3.329,8.245,5.908,8.431,8.442,0.145350245669361
7.56,7.374,2.701,2.701,7.869,5.334,7.335,7.569,0.0363375614173402
6.934,6.694,2.423,2.306,7,4.177,6.932,6.973,0.00908439035433504
6.275,5.832,2.488,2.421,6.129,3.504,6.058,6.651,0.00227109758858376
5.41,5.539,2.244,2.135,5.502,2.758,5.22,5.649,0.00056777439714594
4.565,4.531,2.256,2.478,4.657,2.586,4.704,4.648,0.000141943599286485
3.776,3.525,2.081,2.119,3.421,2.249,3.517,3.617,3.54858998216212e-05
2.885,2.761,2.217,2.33,2.721,2.264,2.861,3.073,8.87147495540531e-06
2.339,2.514,2.048,2.252,2.578,2.266,2.573,2.424,2.21786873885133e-06
2.378,2.017,2.135,2.269,2.438,2.169,2.272,2.277,5.54467184712832e-07
2.109,2.378,2.034,2.064,2.056,2.331,2.162,2.201,1.38616796178208e-07
2.094,2.147,2.056,2.134,2.178,2.176,2.141,2.067,3.4654199044552e-08
