"Reference1","Reference2","Control049","Control050","Infected097","Infected098","Infected099","Infected100","dilution"
10.239,10.113,4.252,3.72,10.664,10.317,9.796,8.436,0.0946556554193418
9.048,9.096,2.923,3.162,9.265,9.134,8.347,7.572,0.0236639138548355
8.556,8.508,3.051,2.911,8.458,8.179,7.513,6.556,0.00591597846370886
7.617,7.963,3.078,3.172,7.578,7.503,6.715,5.224,0.00147899461592722
6.509,6.238,2.546,2.9,6.515,6.715,5.486,4.555,0.000369748653981804
5.564,4.944,2.912,2.879,5.643,5.355,4.141,3.416,9.2437163495451e-05
4.237,4.423,2.484,2.693,4.198,4.228,3.444,3.165,2.31092908738627e-05
3.312,3.444,2.933,2.664,3.493,3.467,3.232,2.891,5.77732271846569e-06
2.875,2.961,2.732,2.539,3.013,2.96,2.853,2.792,1.44433067961642e-06
2.862,2.941,2.845,2.684,2.86,2.661,3.098,2.8,3.61082669904105e-07
2.748,2.881,2.866,2.602,2.84,2.827,2.823,2.847,9.02706674760263e-08
2.825,2.771,2.976,2.893,2.87,2.732,2.795,2.881,2.25676668690066e-08
