"Reference1","Reference2","Control023","Control024","Infected045","Infected046","Infected047","Infected048","dilution"
12.348,13.052,4.706,4.373,12.224,9.682,9.245,12.291,0.183179201571108
11.328,11.313,3.203,3.404,11.464,7.583,7.65,10.876,0.0457948003927771
10.228,10.593,2.696,2.819,9.782,6.198,6.346,10.605,0.0114487000981943
8.724,8.174,2.642,2.67,8.562,4.636,5.226,9.261,0.00286217502454857
8.221,7.418,2.642,2.529,7.887,3.593,3.578,8.117,0.000715543756137142
6.627,6.277,2.568,2.428,6.425,3.08,2.996,6.736,0.000178885939034286
4.652,4.392,2.581,2.416,4.722,2.61,2.884,5.077,4.47214847585714e-05
3.69,3.569,2.535,2.322,3.404,2.52,2.523,3.643,1.11803711896428e-05
2.912,2.814,2.337,2.515,2.811,2.602,2.646,3.013,2.79509279741071e-06
2.623,2.721,2.472,2.509,2.62,2.461,2.464,2.641,6.98773199352678e-07
2.283,2.379,2.362,2.456,2.647,2.49,2.393,2.539,1.7469329983817e-07
2.581,2.52,2.423,2.244,2.621,2.548,2.405,2.3,4.36733249595424e-08
