"Reference1","Reference2","Control213","Control214","Infected425","Infected426","Infected427","Infected428","dilution"
8.599,8.539,3.906,3.722,8.305,8.918,8.003,5.71,0.12624184071329
7.377,8.208,3.101,3.395,7.333,7.864,7.158,4.793,0.0315604601783224
7.315,7.365,3.086,3.059,7.098,7.123,6.628,4.004,0.00789011504458061
6.54,6.241,3.076,2.615,6.761,6.821,5.852,3.072,0.00197252876114515
6.144,5.73,2.97,3.115,5.647,6.322,4.82,3.277,0.000493132190286288
4.971,4.809,3.04,2.906,4.769,4.785,4.076,3.073,0.000123283047571572
4.327,3.895,2.952,2.882,4.161,4.544,3.58,2.969,3.0820761892893e-05
3.426,3.333,2.806,2.827,3.275,3.712,3.14,2.964,7.70519047322325e-06
3.031,2.745,2.834,3.006,2.925,3.056,2.702,2.964,1.92629761830581e-06
2.9,3.052,2.624,2.699,2.884,2.969,2.913,2.824,4.81574404576453e-07
2.824,2.935,2.702,2.745,3.147,3.057,2.917,2.961,1.20393601144113e-07
3.14,2.867,2.946,2.953,2.847,3.078,2.943,2.761,3.00984002860283e-08
