"Reference1","Reference2","Control115","Control116","Infected229","Infected230","Infected231","Infected232","dilution"
13.249,13.963,4.857,5.119,11.482,13.539,13.306,12.896,0.113818532404415
12.052,12.17,3.886,4.148,9.982,11.292,12.137,12.112,0.0284546331011036
10.678,9.849,3.651,3.516,8.933,10.688,10.222,10.658,0.00711365827527591
9.793,9.87,3.26,3.18,7.107,9.399,9.704,8.674,0.00177841456881898
8.357,8.353,3.26,3.364,6.173,8.47,8.532,8.253,0.000444603642204745
6.331,6.323,3.405,3.234,4.449,6.85,6.494,6.609,0.000111150910551186
4.881,5.067,3.254,3.399,3.527,5.157,5.273,4.952,2.77877276377965e-05
3.979,3.949,3.003,3.561,3.657,3.963,4.366,3.917,6.94693190944913e-06
3.652,3.496,3.259,3.346,3.043,3.656,3.661,3.396,1.73673297736228e-06
3.34,3.369,3.057,3.332,3.034,3.247,3.271,3.205,4.34183244340571e-07
3.475,3.499,3.349,3.065,3.386,3.239,3.321,3.152,1.08545811085143e-07
2.941,3.029,2.932,3.708,3.172,3.243,3.409,3.418,2.71364527712857e-08
