"Reference1","Reference2","Control165","Control166","Infected329","Infected330","Infected331","Infected332","dilution"
12.867,12.458,4.112,4.233,11.28,8.499,8.298,12.623,0.171205113992631
11.649,10.788,2.8,2.937,9.711,7.587,7.44,10.8,0.0428012784981578
9.496,9.185,2.537,2.473,8.23,6.037,5.64,9.199,0.0107003196245394
8.645,8.57,2.136,2.127,7.324,4.358,4.131,8.678,0.00267507990613486
7.692,7.491,1.938,1.974,5.982,3.083,2.931,7.187,0.000668769976533715
6.298,5.547,1.953,1.979,4.184,2.497,2.387,5.817,0.000167192494133429
4.519,4.211,1.802,1.839,3.084,2.183,2.283,4.318,4.17981235333572e-05
3.483,2.988,1.872,2.068,2.381,2.043,2.109,3.067,1.04495308833393e-05
2.5,2.485,2.049,2.151,1.931,1.938,2.038,2.428,2.61238272083482e-06
2.088,2.155,2.139,1.831,1.906,2.02,1.991,2.419,6.53095680208706e-07
1.921,2.02,1.984,1.643,2.097,2.031,1.777,2.157,1.63273920052177e-07
2.039,2.14,2.14,2.008,1.811,1.991,2.083,2.067,4.08184800130441e-08
