"Reference1","Reference2","Control183","Control184","Infected365","Infected366","Infected367","Infected368","dilution"
9.933,10.855,3.792,3.837,11.403,9.749,9.247,8.368,0.104892147916249
8.938,9.043,2.887,2.971,9.131,8.999,8.654,6.985,0.0262230369790622
8.739,8.709,2.6,2.602,8.659,8.579,7.357,6.163,0.00655575924476555
7.522,7.853,2.391,2.581,7.997,7.413,7.054,4.88,0.00163893981119139
6.405,6.709,2.243,2.389,6.35,6.48,5.581,3.583,0.000409734952797847
5.082,5.2,2.209,2.162,5.202,4.99,3.976,2.717,0.000102433738199462
3.971,4.315,2.295,2.467,3.672,3.622,3.399,2.501,2.56084345498654e-05
3.032,3.088,2.347,2.248,2.951,2.999,2.679,2.19,6.40210863746636e-06
2.65,2.673,2.295,2.168,2.688,2.485,2.354,2.578,1.60052715936659e-06
2.32,2.423,2.187,2.476,2.695,2.366,2.337,2.455,4.00131789841647e-07
2.343,2.418,2.401,2.22,2.391,2.337,2.207,2.008,1.00032947460412e-07
2.375,2.402,2.521,2.397,2.121,2.327,2.104,2.31,2.5008236865103e-08
