"Reference1","Reference2","Control071","Control072","Infected141","Infected142","Infected143","Infected144","dilution"
5.933,6.19,3.274,3.138,5.666,6.114,4.506,6.461,0.119276856581175
5.649,5.616,2.976,2.978,5.137,5.858,3.85,5.659,0.0298192141452938
5.089,5.23,2.691,2.848,4.982,5.082,3.465,5.238,0.00745480353632345
5.031,4.622,2.966,2.984,4.278,4.863,3.213,5.066,0.00186370088408086
4.675,4.274,2.74,2.704,3.409,4.43,3.052,4.805,0.000465925221020216
3.829,3.616,2.483,2.976,3.106,4.282,2.676,3.76,0.000116481305255054
3.269,3.352,2.541,2.712,2.656,3.532,2.88,3.836,2.91203263137635e-05
3.075,3.139,2.651,2.793,2.839,3.021,2.635,3.239,7.28008157844087e-06
2.923,2.826,3.03,2.738,2.818,2.833,2.812,2.61,1.82002039461022e-06
2.745,2.846,2.766,2.714,2.836,2.839,2.558,2.775,4.55005098652554e-07
2.704,2.674,2.641,2.648,2.916,2.689,2.738,2.865,1.13751274663139e-07
2.639,2.937,2.643,2.66,2.682,2.559,2.841,2.565,2.84378186657846e-08
