"Reference1","Reference2","Control223","Control224","Infected445","Infected446","Infected447","Infected448","dilution"
9.344,9.598,3.861,3.925,9.624,9.079,7.964,9.361,0.125047656878179
8.1,8.633,3.343,3.158,8.581,8.059,6.715,8.758,0.0312619142195449
7.323,7.709,2.859,2.878,7.924,7.61,6.331,7.677,0.00781547855488622
7.129,6.727,2.658,2.824,5.754,6.948,5.335,6.625,0.00195386963872155
5.848,6.489,2.566,2.639,5.999,5.945,4.209,6.1,0.000488467409680389
4.991,5.234,2.657,2.693,5.099,4.996,3.418,5.057,0.000122116852420097
4.277,4.261,2.709,2.684,4.072,4.078,3.015,4.1,3.05292131050243e-05
3.425,3.271,2.593,2.759,3.175,3.143,2.993,3.325,7.63230327625607e-06
2.817,2.913,2.537,2.465,2.707,3.008,2.946,3.015,1.90807581906402e-06
2.599,2.596,2.7,2.754,2.753,2.877,2.634,2.935,4.77018954766004e-07
2.72,2.531,2.794,2.651,2.581,2.732,2.867,2.634,1.19254738691501e-07
2.533,2.866,2.72,2.646,2.657,2.606,2.731,2.773,2.98136846728753e-08
