"Reference1","Reference2","Control219","Control220","Infected437","Infected438","Infected439","Infected440","dilution"
14.148,14.65,4.261,4.653,8.605,12.999,13.696,13.004,0.135882263637124
12.343,10.715,3.391,3.507,7.8,11.856,11.969,12.121,0.033970565909281
10.841,10.788,2.768,2.911,6.313,10.671,11.885,10.589,0.00849264147732024
9.389,9.198,2.77,2.808,4.554,10.204,9.668,9.62,0.00212316036933006
8.01,8.352,2.826,2.898,3.445,8.87,8.526,8.661,0.000530790092332515
6.711,6.402,2.485,2.347,2.835,6.16,7.088,6.222,0.000132697523083129
4.938,4.752,2.609,2.664,2.849,5.165,5.137,4.535,3.31743807707822e-05
3.541,3.624,2.353,2.425,2.908,3.777,3.684,3.434,8.29359519269555e-06
3.201,2.953,2.455,2.418,2.719,3.138,3.042,3.042,2.07339879817389e-06
2.57,2.561,2.558,2.483,2.471,2.92,2.797,2.731,5.18349699543472e-07
2.644,2.583,2.43,2.613,2.595,2.594,2.807,2.606,1.29587424885868e-07
2.664,2.518,2.539,2.71,2.429,2.639,2.657,2.654,3.2396856221467e-08
