"Reference1","Reference2","Control089","Control090","Infected177","Infected178","Infected179","Infected180","dilution"
7.188,7.157,2.381,2.444,6.849,6.833,7.367,7.03,0.136961745697554
6.054,6.499,1.979,1.79,6.002,6.059,6.227,6.263,0.0342404364243884
5.803,5.596,1.501,1.602,5.247,5.571,5.759,5.716,0.0085601091060971
4.908,4.716,1.564,1.464,4.871,4.874,4.833,4.858,0.00214002727652427
4.217,4.215,1.468,1.434,4.155,4.236,4.298,4.301,0.000535006819131069
3.343,3.519,1.585,1.435,3.141,3.46,3.549,3.389,0.000133751704782767
2.567,2.796,1.33,1.476,2.397,2.444,2.723,2.606,3.34379261956918e-05
1.886,2.09,1.414,1.423,1.931,1.861,1.921,1.886,8.35948154892295e-06
1.673,1.796,1.507,1.387,1.574,1.617,1.643,1.654,2.08987038723074e-06
1.455,1.39,1.412,1.374,1.519,1.432,1.505,1.503,5.22467596807684e-07
1.414,1.483,1.33,1.386,1.348,1.375,1.437,1.388,1.30616899201921e-07
1.422,1.5,1.394,1.481,1.333,1.353,1.378,1.407,3.26542248004803e-08
