"Reference1","Reference2","Control075","Control076","Infected149","Infected150","Infected151","Infected152","dilution"
9.559,9.372,2.859,2.703,8.728,2.594,9.725,5.772,0.098823023436881
8.998,8.256,2.041,2.002,7.373,2.001,7.711,4.944,0.0247057558592203
7.369,7.378,1.654,1.652,6.492,1.576,7.145,3.293,0.00617643896480507
6.414,6.682,1.522,1.482,5.726,1.508,6.205,2.423,0.00154410974120127
5.426,5.515,1.574,1.414,4.247,1.425,5.234,1.792,0.000386027435300317
4.17,4.273,1.355,1.476,3.078,1.308,3.943,1.315,9.65068588250792e-05
2.842,3.063,1.353,1.561,1.936,1.411,2.642,1.472,2.41267147062698e-05
2.081,2.04,1.393,1.416,1.757,1.41,1.937,1.519,6.03167867656745e-06
1.746,1.64,1.331,1.393,1.469,1.426,1.584,1.554,1.50791966914186e-06
1.436,1.498,1.33,1.263,1.477,1.51,1.288,1.476,3.76979917285465e-07
1.508,1.401,1.443,1.374,1.416,1.347,1.353,1.383,9.42449793213664e-08
1.492,1.398,1.35,1.429,1.385,1.403,1.448,1.409,2.35612448303416e-08
