"Reference1","Reference2","Control021","Control022","Infected041","Infected042","Infected043","Infected044","dilution"
8.682,8.877,4.02,4.073,6.343,9.073,8.611,7.087,0.159181899951495
7.954,7.648,3.633,3.311,5.352,7.102,7.804,5.926,0.0397954749878739
7.304,7.389,3.159,3.185,4.219,7.308,7.081,5.382,0.00994886874696847
6.45,6.991,2.761,2.954,3.463,6.68,6.66,4.243,0.00248721718674212
5.95,5.863,2.91,2.825,3.367,6.007,6.017,3.84,0.000621804296685529
4.943,5.239,3.267,2.833,2.721,5.157,5.223,3.052,0.000155451074171382
4.334,4.429,2.843,2.643,2.873,4.102,3.981,3.15,3.88627685428456e-05
3.8,3.562,2.846,2.755,2.91,3.327,3.421,2.639,9.71569213571139e-06
3.207,3.228,2.705,2.8,3.142,3.321,3.283,2.606,2.42892303392785e-06
3.093,3.098,2.614,2.583,2.728,2.757,2.994,2.797,6.07230758481962e-07
2.828,2.704,2.833,2.788,2.885,2.959,3.038,3.013,1.5180768962049e-07
2.844,2.886,3.138,2.749,2.838,2.891,2.848,2.937,3.79519224051226e-08
