"Reference1","Reference2","Control207","Control208","Infected413","Infected414","Infected415","Infected416","dilution"
17.83,16.915,5.423,5.292,16.662,13.629,17.254,17.537,0.151712803453201
14.745,15.243,3.531,3.576,15.197,12.548,15.134,15.479,0.0379282008633002
13.314,12.881,2.714,2.654,13.586,9.618,14.32,13.171,0.00948205021582505
11.876,11.159,2.165,2.479,12.024,7.531,11.748,11.602,0.00237051255395626
9.883,10.322,2.229,2.318,10.248,5.409,10.631,9.819,0.000592628138489065
7.178,7.593,2.287,2.274,7.79,3.768,7.433,7.675,0.000148157034622266
5.436,5.089,2.275,2.153,5.649,2.684,5.896,5.056,3.70392586555666e-05
3.762,3.54,2.112,2.024,3.665,2.323,3.696,3.678,9.25981466389165e-06
3.096,2.639,1.982,2.202,2.956,2.255,2.913,2.794,2.31495366597291e-06
2.331,2.586,2.193,2.209,2.531,2.129,2.45,2.331,5.78738416493228e-07
2.189,2.204,2.214,2.051,2.26,2.377,2.239,2.27,1.44684604123307e-07
2.187,2.103,1.952,2.115,1.964,2.214,2.151,1.967,3.61711510308268e-08
