"Reference1","Reference2","Control167","Control168","Infected333","Infected334","Infected335","Infected336","dilution"
10.132,9.955,4.35,4.089,6.99,9.18,7.528,7.962,0.146093679244055
8.791,9.379,3.488,3.398,6.397,8.359,6.952,6.671,0.0365234198110138
8.198,8.428,3.022,3.047,5.391,7.861,5.347,6.155,0.00913085495275346
7.317,7.067,2.666,2.825,4.305,7.573,4.278,5.062,0.00228271373818836
6.487,6.382,2.597,3.026,3.244,6.307,3.844,3.934,0.000570678434547091
5.483,5.157,2.689,2.641,3.063,4.996,3.03,3.119,0.000142669608636773
4.144,4.35,2.825,2.709,2.83,4.242,2.908,2.99,3.56674021591932e-05
3.627,3.817,2.544,2.843,2.963,3.172,2.739,2.8,8.9168505397983e-06
3.07,2.684,2.57,2.676,2.697,3.128,2.79,2.713,2.22921263494957e-06
2.991,3.118,2.507,2.958,2.835,3.132,3.076,2.608,5.57303158737394e-07
2.809,2.912,2.814,3.071,2.79,2.61,2.784,2.922,1.39325789684348e-07
3.163,2.798,2.584,2.685,2.724,2.714,2.602,2.802,3.48314474210871e-08
