"Reference1","Reference2","Control175","Control176","Infected349","Infected350","Infected351","Infected352","dilution"
10.222,9.914,4.242,4.616,10.722,5.691,10.206,10.513,0.120500114638581
9.338,9.603,3.409,3.751,9.678,4.607,9.665,9.481,0.0301250286596452
8.067,8.674,3.029,3.07,8.653,3.87,8.947,8.645,0.0075312571649113
7.714,7.812,2.946,3.014,7.518,3.432,7.729,7.618,0.00188281429122783
6.877,6.893,2.751,2.872,6.457,2.845,7.033,6.89,0.000470703572806956
5.883,5.541,2.796,2.872,5.574,2.781,5.56,5.944,0.000117675893201739
4.563,4.182,2.658,2.996,4.186,2.88,4.437,4.356,2.94189733004348e-05
3.883,3.344,2.868,2.817,3.618,2.888,3.566,3.486,7.35474332510869e-06
3.134,3.279,2.961,2.834,3.28,2.89,3.37,3.144,1.83868583127717e-06
3.172,3.05,2.923,2.487,2.882,3.105,2.946,3.099,4.59671457819293e-07
2.825,2.978,3.004,2.562,2.655,2.993,3.008,2.962,1.14917864454823e-07
2.713,3.053,2.725,2.979,2.767,2.942,2.937,2.843,2.87294661137058e-08
