"Reference1","Reference2","Control195","Control196","Infected389","Infected390","Infected391","Infected392","dilution"
12.238,13.27,4.889,4.794,12.123,12.46,8.577,12.966,0.18593199780856
11.918,11.458,3.646,3.658,10.8,11.937,7.394,11.294,0.04648299945214
10.073,10.076,3.017,2.947,10.123,10.087,5.809,10.327,0.011620749863035
9.151,8.67,2.729,2.899,8.291,8.889,4.256,9.297,0.00290518746575875
8.031,8.746,2.815,2.56,7.941,7.923,3.417,8.269,0.000726296866439688
6.847,6.851,2.538,2.698,6.409,6.799,2.946,6.738,0.000181574216609922
5.289,5.522,2.705,2.727,5.168,4.942,2.772,4.935,4.53935541524805e-05
3.581,3.958,2.561,2.597,3.722,3.923,2.524,3.688,1.13483885381201e-05
3.002,3.076,2.734,2.667,3.045,2.976,2.872,3.029,2.83709713453003e-06
2.778,3.072,2.766,2.644,2.787,2.735,2.491,2.942,7.09274283632507e-07
3.054,2.714,2.573,2.552,2.53,2.811,2.457,2.722,1.77318570908127e-07
2.721,2.556,2.452,2.666,2.704,2.408,2.74,2.675,4.43296427270317e-08
