"Reference1","Reference2","Control087","Control088","Infected173","Infected174","Infected175","Infected176","dilution"
9.346,9.102,4.065,3.932,9.886,9.716,7.395,9.75,0.0900800116619417
8.313,8.293,3.374,3.472,8.489,8.768,6.692,8.472,0.0225200029154854
7.843,8.032,3.238,3.224,7.85,7.29,5.864,7.561,0.00563000072887136
7.393,6.802,2.785,3.111,7.167,7.177,4.65,6.919,0.00140750018221784
6.062,5.808,2.773,2.961,6.257,6.405,3.887,6.428,0.00035187504555446
5.015,5.1,2.853,2.859,4.803,5.14,3.329,5.368,8.7968761388615e-05
4.01,4.094,2.99,2.839,4.213,4.464,2.968,3.965,2.19921903471537e-05
3.139,3.536,2.938,2.677,3.262,3.729,2.993,3.512,5.49804758678844e-06
3.313,3.181,3.055,2.786,3.034,3.275,2.845,3.04,1.37451189669711e-06
3.061,3.031,3.006,2.759,2.714,3.087,3.083,3.255,3.43627974174277e-07
2.98,3.004,2.806,2.895,2.955,3.066,2.716,3.204,8.59069935435693e-08
3.012,2.977,2.743,3.059,3.314,3.194,2.927,3.068,2.14767483858923e-08
