"Reference1","Reference2","Control185","Control186","Infected369","Infected370","Infected371","Infected372","dilution"
10.056,10.301,2.823,2.794,9.31,10.627,10.365,10.292,0.112170564226965
9.245,9.488,2.036,1.972,7.59,9.253,9.101,8.5,0.0280426410567413
7.821,7.702,1.58,1.467,6.869,8.149,8.126,7.9,0.00701066026418534
6.633,7.001,1.368,1.369,5.874,6.95,6.552,6.806,0.00175266506604633
5.735,5.851,1.228,1.242,4.392,5.581,6.032,5.534,0.000438166266511584
4.641,4.709,1.29,1.381,3.009,4.695,4.367,4.418,0.000109541566627896
3.042,3.17,1.271,1.25,2.197,3.005,3.242,3.264,2.7385391656974e-05
2.112,2.178,1.261,1.187,1.593,2.139,2.001,2.138,6.84634791424349e-06
1.592,1.669,1.326,1.317,1.333,1.542,1.587,1.676,1.71158697856087e-06
1.311,1.406,1.261,1.219,1.35,1.419,1.452,1.365,4.27896744640218e-07
1.225,1.314,1.232,1.208,1.332,1.264,1.341,1.292,1.06974186160055e-07
1.163,1.229,1.371,1.284,1.222,1.195,1.1,1.318,2.67435465400136e-08
