"Reference1","Reference2","Control209","Control210","Infected417","Infected418","Infected419","Infected420","dilution"
8.921,8.741,4.012,4.152,8.691,9.05,7.341,6.267,0.162813017468983
8.085,8.373,3.482,3.463,8.323,8.091,6.876,5.304,0.0407032543672457
6.974,7.396,3.131,3.013,7.341,7.353,6.238,4.38,0.0101758135918114
6.479,6.887,2.827,3.157,6.949,6.637,5.632,3.662,0.00254395339795286
5.836,5.781,2.854,2.993,6.206,6.431,4.582,3.121,0.000635988349488215
5.154,5.11,2.76,2.645,5.093,5.151,3.607,2.899,0.000158997087372054
3.883,4.515,3.098,3.041,4.123,4.225,3.102,2.906,3.97492718430134e-05
3.436,3.555,2.809,2.845,3.551,3.788,2.963,2.801,9.93731796075335e-06
3.07,3.285,3.047,2.601,3.341,3.098,3,2.775,2.48432949018834e-06
2.817,2.623,2.719,2.755,2.727,2.822,2.716,2.967,6.21082372547084e-07
3.001,2.835,2.881,2.79,3.176,2.76,3.031,2.745,1.55270593136771e-07
2.897,3.024,2.76,2.676,2.846,2.962,3.014,2.933,3.88176482841928e-08
