"Reference1","Reference2","Control169","Control170","Infected337","Infected338","Infected339","Infected340","dilution"
11.566,11.392,4.728,4.879,8.082,10.447,11.704,9.276,0.131144764674316
10.395,10.736,4.12,3.871,6.887,9.23,10.735,8.435,0.0327861911685789
9.408,9.248,3.597,3.581,5.599,8.351,8.914,7.511,0.00819654779214472
8.664,8.326,3.304,3.08,4.647,7.93,8.562,6.368,0.00204913694803618
7.747,7.721,3.223,3.434,3.953,6.933,7.542,5.417,0.000512284237009045
6.066,6.021,3.396,3.046,3.6,5.341,6.182,3.716,0.000128071059252261
5.441,4.984,3.241,3.155,3.658,4.34,4.955,3.772,3.20177648130653e-05
4.394,4.148,3,3.447,3.525,3.436,4.202,3.458,8.00444120326633e-06
3.368,3.804,3.28,3.219,3.493,3.533,3.729,3.26,2.00111030081658e-06
3.387,3.515,3.219,3.203,3.339,3.38,3.191,3.125,5.00277575204145e-07
3.355,3.187,3.43,3.628,3.261,3.215,3.308,3.128,1.25069393801036e-07
3.521,3.434,3.096,3.543,3.172,3.018,3.441,3.542,3.12673484502591e-08
