"Reference1","Reference2","Control097","Control098","Infected193","Infected194","Infected195","Infected196","dilution"
12.889,11.138,3.128,3.025,6.962,12.28,11.56,7.791,0.14763102666367
10.069,10.081,1.963,2.002,5.511,10.685,10.819,6.567,0.0369077566659174
8.714,9.306,1.343,1.395,3.669,9.617,10.005,4.943,0.00922693916647935
8.237,8.263,1.156,1.153,2.385,8.572,8.646,3.25,0.00230673479161984
7.031,6.749,1.012,1.095,1.565,7.252,6.849,2.067,0.00057668369790496
5.049,4.941,1.003,0.927,1.301,6.387,5.121,1.396,0.00014417092447624
3.406,3.268,1.042,1.056,1.142,3.888,3.688,1.117,3.604273111906e-05
2.106,2.101,1.042,0.938,0.975,2.508,2.102,1.054,9.01068277976499e-06
1.435,1.48,1.023,0.943,1.069,1.544,1.558,0.994,2.25267069494125e-06
1.149,1.144,1.054,1.054,1.036,1.207,1.174,1.022,5.63167673735312e-07
1.018,1.088,1.008,0.969,0.942,1.099,0.914,1.064,1.40791918433828e-07
1.053,1.016,1.018,0.974,0.988,1.061,0.961,1.011,3.5197979608457e-08
