"Reference1","Reference2","Control129","Control130","Infected257","Infected258","Infected259","Infected260","dilution"
8.633,8.761,2.983,2.904,6.703,6.553,6.925,7.11,0.0899432400396473
7.62,8.546,2.447,2.211,5.516,5.518,5.873,5.906,0.0224858100099118
7.011,7.385,1.957,2.008,4.472,4.939,5.183,5.057,0.00562145250247796
6.496,5.938,1.962,1.891,3.412,3.468,3.898,3.917,0.00140536312561949
5.828,5.39,1.831,1.941,2.618,2.526,2.852,2.975,0.000351340781404872
4.474,4.128,1.839,1.727,2.074,1.989,2.34,2.287,8.78351953512181e-05
3.332,2.942,1.777,1.782,1.971,2.052,1.944,2.153,2.19587988378045e-05
2.401,2.391,1.98,1.835,1.878,1.854,2.01,1.85,5.48969970945113e-06
2.25,2.093,1.555,1.89,1.792,1.834,1.894,1.767,1.37242492736278e-06
1.86,2.075,1.848,1.676,1.776,1.726,1.961,1.861,3.43106231840696e-07
1.939,1.889,1.831,1.966,1.921,1.845,1.893,1.847,8.57765579601739e-08
1.715,1.805,1.721,1.642,1.852,1.747,1.846,2.005,2.14441394900435e-08
