"Reference1","Reference2","Control217","Control218","Infected433","Infected434","Infected435","Infected436","dilution"
10.736,11.102,3.63,3.547,11.885,6.244,11.124,11.274,0.140066503996307
9.936,9.771,2.816,2.913,10.128,4.631,8.97,10.064,0.0350166259990768
8.572,8.589,2.401,2.345,8.863,3.402,8.238,9.543,0.0087541564997692
7.799,7.651,2.138,2.205,7.753,2.61,7.909,7.93,0.0021885391249423
7.101,6.818,1.927,2.13,7.201,2.483,6.268,6.824,0.000547134781235575
5.389,5.432,2.091,1.797,5.673,2.018,5.257,5.57,0.000136783695308894
4.191,3.947,2.113,2.039,4.099,2.239,3.391,3.827,3.41959238272234e-05
2.923,2.892,2.059,2.095,3.107,2.029,2.611,2.957,8.54898095680586e-06
2.525,2.483,2,2.22,2.652,2.032,2.276,2.301,2.13724523920146e-06
2.179,2.101,2.059,2.058,2.171,1.952,2.231,2.424,5.34311309800366e-07
2.073,2.049,2.158,2.102,2.114,2.087,1.965,1.99,1.33577827450092e-07
2.143,2.204,1.964,1.95,2.042,2.013,1.895,2.09,3.33944568625229e-08
