"Reference1","Reference2","Control187","Control188","Infected373","Infected374","Infected375","Infected376","dilution"
7.906,8.291,3.324,3.157,8.146,6.165,8.157,8.004,0.068834739452303
7.49,7.145,2.716,2.66,7.045,6.329,7.541,6.935,0.0172086848630757
6.658,6.68,2.505,2.376,6.416,4.821,6.855,6.563,0.00430217121576893
5.99,5.973,2.646,2.534,5.336,4.071,5.883,5.839,0.00107554280394223
5.007,5.417,2.301,2.368,5.231,3.363,5.237,4.966,0.000268885700985558
4.032,3.968,2.569,2.225,3.915,2.731,4.306,4.054,6.72214252463896e-05
3.441,3.352,2.132,2.356,3.362,2.48,3.297,3.179,1.68053563115974e-05
3.014,2.558,2.522,2.361,2.729,2.5,2.859,2.627,4.20133907789935e-06
2.619,2.535,2.435,2.377,2.406,2.592,2.85,2.596,1.05033476947484e-06
2.632,2.362,2.44,2.391,2.494,2.48,2.442,2.365,2.62583692368709e-07
2.503,2.559,2.405,2.48,2.383,2.534,2.604,2.359,6.56459230921773e-08
2.423,2.542,2.645,2.405,2.587,2.735,2.205,2.477,1.64114807730443e-08
