"Reference1","Reference2","Control001","Control002","Infected001","Infected002","Infected003","Infected004","dilution"
9.392,9.602,3.714,3.725,8.471,9.653,9.188,8.493,0.125856803005133
8.126,8.312,2.81,2.835,7.592,8.218,8.527,8.017,0.0314642007512833
7.907,7.153,2.35,2.235,6.637,7.818,7.634,6.427,0.00786605018782082
7.234,6.666,2.301,2.101,5.578,6.393,6.541,6.054,0.00196651254695521
5.612,6.077,2.02,2.12,4.641,5.867,5.898,5.073,0.000491628136738802
4.73,4.436,2.215,2.177,3.422,4.719,4.71,3.889,0.0001229070341847
3.694,3.527,2.002,2.277,2.692,3.7,3.614,3.011,3.07267585461751e-05
2.916,2.903,2.267,2.291,2.146,2.868,2.756,2.59,7.68168963654377e-06
2.694,2.523,2.038,2.348,2.513,2.539,2.522,2.155,1.92042240913594e-06
2.277,2.181,2.041,2.282,2.324,2.339,2.204,2.187,4.80105602283986e-07
2.061,2.388,2.251,1.944,2.241,2.14,2.203,1.977,1.20026400570996e-07
1.87,2.346,2.28,2.204,2.105,2.147,1.985,2.178,3.00066001427491e-08
