"Reference1","Reference2","Control011","Control012","Infected021","Infected022","Infected023","Infected024","dilution"
16.102,15.121,4.421,4.177,13.574,7.083,14.621,15.807,0.0786895901660886
14.098,13.631,3.146,3.338,12.13,5.422,13.48,14.214,0.0196723975415221
12.019,12.469,2.689,2.793,10.634,3.674,10.889,12.332,0.00491809938538054
10.672,10.851,2.406,2.159,8.497,2.894,9.32,11.417,0.00122952484634513
8.497,9.254,2.12,2.429,6.254,2.347,7.782,9.164,0.000307381211586284
6.706,6.687,2.343,2.446,4.222,2.339,5.458,7.109,7.68453028965709e-05
4.309,4.616,2.117,2.494,3.41,2.211,3.956,4.998,1.92113257241427e-05
3.093,3.145,2.316,2.245,2.664,2.292,2.909,3.45,4.80283143103568e-06
2.822,2.879,2.403,2.34,2.324,2.408,2.619,2.654,1.20070785775892e-06
2.491,2.361,2.183,2.31,2.217,2.283,2.362,2.424,3.0017696443973e-07
2.314,2.126,2.307,2.356,2.457,2.262,2.406,2.377,7.50442411099325e-08
2.262,2.376,2.435,2.102,2.283,2.496,2.335,2.474,1.87610602774831e-08
