"Reference1","Reference2","Control191","Control192","Infected381","Infected382","Infected383","Infected384","dilution"
9.64,10.543,4.393,4.629,7.661,8.871,4.364,9.096,0.172438753223761
9.669,9.207,3.76,3.602,6.896,8.001,3.604,7.354,0.0431096883059402
8.583,8.901,2.953,3.271,5.955,7.524,3.119,6.702,0.010777422076485
7.775,7.743,2.87,2.803,4.876,5.922,3.326,5.693,0.00269435551912126
6.883,7.039,2.831,2.713,3.784,5.002,2.799,4.358,0.000673588879780315
5.478,5.491,2.596,2.974,3.269,3.988,2.87,3.432,0.000168397219945079
4.643,4.43,2.661,2.715,2.987,3.24,2.875,3.375,4.20993049862697e-05
3.615,3.794,2.912,3.002,2.828,2.822,2.624,2.987,1.05248262465674e-05
3.232,3.282,3.062,2.944,2.745,2.923,2.529,2.782,2.63120656164186e-06
3.101,3.086,2.651,2.864,2.6,2.945,2.83,2.727,6.57801640410464e-07
3.004,2.821,2.947,2.887,3.15,2.819,3.004,3,1.64450410102616e-07
2.903,2.63,2.823,2.901,2.66,2.731,2.812,3.205,4.1112602525654e-08
