"Reference1","Reference2","Control017","Control018","Infected033","Infected034","Infected035","Infected036","dilution"
9.912,9.416,4.194,4.116,10.997,10.134,6.727,9.869,0.16627349369783
9.194,9.033,3.519,3.311,9.958,9.295,5.991,8.602,0.0415683734244574
8.299,7.671,3.011,2.937,8.232,7.634,4.453,7.861,0.0103920933561143
7.194,7.092,2.715,2.723,7.587,7.039,3.474,6.844,0.00259802333902859
6.541,6.424,2.673,2.688,6.973,6.43,3.082,6.387,0.000649505834757147
5.534,5.186,2.672,2.553,5.902,5.683,2.935,5.18,0.000162376458689287
4.419,4.22,2.608,2.63,4.879,4.367,2.623,4.275,4.05941146723217e-05
3.603,3.366,2.59,2.578,3.918,3.644,2.31,3.55,1.01485286680804e-05
3.064,2.988,2.655,2.6,3.025,3.06,2.863,2.873,2.5371321670201e-06
2.748,2.737,2.605,2.616,2.941,2.799,2.436,2.97,6.34283041755026e-07
2.589,2.879,2.637,2.608,2.762,2.571,2.622,2.65,1.58570760438757e-07
2.728,2.47,2.622,2.353,2.555,2.706,2.632,2.493,3.96426901096891e-08
