"Reference1","Reference2","Control189","Control190","Infected377","Infected378","Infected379","Infected380","dilution"
8.536,8.736,3.067,3.111,8.936,4.355,8.662,7.632,0.0701645110350914
7.27,7.535,2.518,2.464,7.495,3.409,7.428,6.878,0.0175411277587728
6.728,7.008,2.424,2.238,7.245,2.699,6.993,6.047,0.00438528193969321
6.156,6.107,2.208,2.272,6.213,2.358,5.977,4.93,0.0010963204849233
5.278,4.984,2.283,2.074,5.138,2.225,5.096,3.739,0.000274080121230826
3.977,4.18,2.085,2.182,4.152,1.978,4.229,3.121,6.85200303077064e-05
3.043,3.138,2.027,2.243,3.099,2.07,3.186,2.434,1.71300075769266e-05
2.429,2.642,2.38,2.121,2.639,2.032,2.473,2.252,4.28250189423165e-06
2.306,2.308,2.282,2.077,2.325,2.093,2.271,2.186,1.07062547355791e-06
2.166,2.257,1.93,2.102,2.287,1.951,2.077,2.202,2.67656368389478e-07
2.013,2.106,1.995,2.231,2.294,2.203,1.866,2.002,6.69140920973695e-08
2.178,2.093,2.054,2.231,2.084,2.2,2.015,2.016,1.67285230243424e-08
