"Reference1","Reference2","Control101","Control102","Infected201","Infected202","Infected203","Infected204","dilution"
14.528,14.503,3.997,4.195,11.837,13.723,14.614,15.047,0.150797361968723
12.572,12.889,2.749,2.821,10.353,11.63,12.557,11.942,0.0376993404921806
10.79,10.717,2.219,2.162,9.445,10.462,10.574,10.887,0.00942483512304516
10.023,9.751,1.807,1.893,7.407,9.154,9.564,9.366,0.00235620878076129
8.286,8.122,1.9,1.721,5.997,7.642,7.699,8.152,0.000589052195190322
6.11,6.262,1.772,1.753,3.988,5.87,6.396,6.02,0.000147263048797581
4.262,4.152,1.669,1.779,2.692,4.001,4.569,4.265,3.68157621993951e-05
3.062,3.01,1.628,1.637,2.11,2.817,3.05,2.876,9.20394054984879e-06
2.286,2.275,1.72,1.682,1.798,2.244,2.389,2.26,2.3009851374622e-06
1.957,2,1.668,1.812,1.612,1.811,1.976,1.759,5.75246284365549e-07
1.789,1.757,1.838,1.775,1.828,1.761,1.841,1.707,1.43811571091387e-07
1.74,1.73,1.71,1.613,1.733,1.715,1.701,1.68,3.59528927728468e-08
